"Specimen_No","Specimen","Site_No","Site","Period_No","Period","Element_Portion","Element","LSI","p_immature","p_female","p_male"
246,"Animal.1329",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.018,0.31,0.51,0.18
247,"Animal.133",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.106,0.26,0.65,0.08
248,"Animal.1330",21,"Tell Mozan",5,"EBA",2,"Rad_prox",0.095,0.17,0.4,0.42
249,"Animal.1331",21,"Tell Mozan",5,"EBA",4,"Mtc",0.007,0,0.63,0.37
250,"Animal.1332",21,"Tell Mozan",5,"EBA",4,"Mtc",-0.004,0,0.67,0.33
251,"Animal.1333",21,"Tell Mozan",5,"EBA",4,"Mtc",0.036,0,0.52,0.48
252,"Animal.1334",21,"Tell Mozan",5,"EBA",4,"Mtc",-0.001,0,0.66,0.34
253,"Animal.1335",21,"Tell Mozan",5,"EBA",4,"Mtc",0.026,0,0.56,0.44
254,"Animal.1336",21,"Tell Mozan",5,"EBA",4,"Mtc",0.13,0,0.2,0.8
255,"Animal.1337",21,"Tell Mozan",5,"EBA",4,"Mtc",0.025,0,0.56,0.44
256,"Animal.1338",21,"Tell Mozan",5,"EBA",4,"Mtc",0.113,0,0.24,0.76
257,"Animal.1339",21,"Tell Mozan",5,"EBA",4,"Mtc",0.103,0,0.27,0.73
258,"Animal.134",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.076,0.25,0.66,0.1
259,"Animal.1340",21,"Tell Mozan",5,"EBA",7,"Cal",-0.201,0,0.88,0.12
260,"Animal.1341",21,"Tell Mozan",5,"EBA",7,"Cal",-0.064,0,0.66,0.34
261,"Animal.1342",21,"Tell Mozan",5,"EBA",7,"Cal",0.021,0,0.37,0.63
262,"Animal.1343",21,"Tell Mozan",5,"EBA",7,"Cal",-0.097,0,0.76,0.24
263,"Animal.1344",21,"Tell Mozan",5,"EBA",7,"Cal",0.049,0,0.31,0.69
264,"Animal.1345",21,"Tell Mozan",5,"EBA",7,"Cal",0.063,0,0.29,0.71
265,"Animal.1346",21,"Tell Mozan",5,"EBA",7,"Cal",-0.096,0,0.76,0.24
266,"Animal.1347",21,"Tell Mozan",5,"EBA",6,"Ast",-0.041,0.38,0.37,0.25
267,"Animal.1348",21,"Tell Mozan",5,"EBA",6,"Ast",0.071,0.07,0.19,0.74
268,"Animal.1349",21,"Tell Mozan",5,"EBA",6,"Ast",-0.058,0.41,0.39,0.2
269,"Animal.135",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.001,0.17,0.61,0.23
270,"Animal.1350",21,"Tell Mozan",5,"EBA",6,"Ast",-0.02,0.32,0.35,0.33
271,"Animal.1351",21,"Tell Mozan",5,"EBA",6,"Ast",0.016,0.21,0.28,0.5
272,"Animal.1352",21,"Tell Mozan",5,"EBA",6,"Ast",-0.015,0.31,0.34,0.35
273,"Animal.1353",21,"Tell Mozan",5,"EBA",6,"Ast",0.032,0.16,0.26,0.58
274,"Animal.1354",21,"Tell Mozan",5,"EBA",6,"Ast",-0.047,0.39,0.38,0.23
275,"Animal.1355",21,"Tell Mozan",5,"EBA",6,"Ast",-0.063,0.42,0.39,0.18
276,"Animal.1356",21,"Tell Mozan",5,"EBA",6,"Ast",-0.068,0.43,0.4,0.17
277,"Animal.1357",21,"Tell Mozan",5,"EBA",6,"Ast",-0.079,0.44,0.41,0.15
278,"Animal.1358",21,"Tell Mozan",5,"EBA",6,"Ast",-0.249,0.33,0.57,0.1
279,"Animal.1359",21,"Tell Mozan",5,"EBA",6,"Ast",-0.047,0.39,0.38,0.23
280,"Animal.136",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.002,0.17,0.61,0.22
281,"Animal.1360",21,"Tell Mozan",5,"EBA",6,"Ast",-0.101,0.46,0.42,0.12
282,"Animal.1361",21,"Tell Mozan",5,"EBA",6,"Ast",-0.068,0.43,0.4,0.17
283,"Animal.1362",21,"Tell Mozan",5,"EBA",6,"Ast",0.006,0.24,0.31,0.45
284,"Animal.1363",21,"Tell Mozan",5,"EBA",6,"Ast",0.046,0.12,0.23,0.65
285,"Animal.1364",21,"Tell Mozan",5,"EBA",6,"Ast",0.021,0.2,0.28,0.53
286,"Animal.1365",21,"Tell Mozan",5,"EBA",6,"Ast",-0.011,0.29,0.33,0.37
287,"Animal.1366",21,"Tell Mozan",5,"EBA",6,"Ast",-0.069,0.43,0.4,0.17
288,"Animal.1367",21,"Tell Mozan",5,"EBA",6,"Ast",0.067,0.08,0.19,0.73
289,"Animal.1368",21,"Tell Mozan",5,"EBA",6,"Ast",0.067,0.08,0.19,0.73
290,"Animal.1369",21,"Tell Mozan",5,"EBA",6,"Ast",-0.047,0.39,0.38,0.23
291,"Animal.137",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.001,0.16,0.6,0.23
292,"Animal.1370",21,"Tell Mozan",5,"EBA",6,"Ast",-0.015,0.31,0.34,0.35
293,"Animal.1371",21,"Tell Mozan",5,"EBA",6,"Ast",-0.026,0.34,0.35,0.31
294,"Animal.1372",21,"Tell Mozan",5,"EBA",6,"Ast",-0.058,0.41,0.39,0.2
295,"Animal.1373",21,"Tell Mozan",5,"EBA",6,"Ast",-0.032,0.35,0.36,0.28
296,"Animal.1374",21,"Tell Mozan",5,"EBA",6,"Ast",0.032,0.16,0.25,0.58
297,"Animal.1375",21,"Tell Mozan",5,"EBA",6,"Ast",-0.084,0.45,0.41,0.14
298,"Animal.1376",21,"Tell Mozan",5,"EBA",6,"Ast",-0.079,0.44,0.41,0.15
299,"Animal.1377",21,"Tell Mozan",5,"EBA",6,"Ast",-0.032,0.36,0.36,0.28
300,"Animal.1378",21,"Tell Mozan",5,"EBA",6,"Ast",-0.047,0.39,0.38,0.23
301,"Animal.1379",21,"Tell Mozan",5,"EBA",6,"Ast",-0.063,0.42,0.39,0.19
302,"Animal.138",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",-0.008,0.18,0.62,0.21
303,"Animal.1380",21,"Tell Mozan",5,"EBA",6,"Ast",-0.058,0.41,0.39,0.2
304,"Animal.1381",21,"Tell Mozan",5,"EBA",6,"Ast",-0.042,0.38,0.37,0.25
305,"Animal.1382",21,"Tell Mozan",5,"EBA",6,"Ast",-0.073,0.43,0.4,0.16
306,"Animal.1383",21,"Tell Mozan",5,"EBA",6,"Ast",-0.02,0.32,0.35,0.33
307,"Animal.1384",21,"Tell Mozan",5,"EBA",6,"Ast",0.037,0.15,0.25,0.61
308,"Animal.1385",21,"Tell Mozan",5,"EBA",6,"Ast",-0.129,0.47,0.44,0.09
309,"Animal.1386",21,"Tell Mozan",5,"EBA",6,"Ast",-0.1,0.46,0.42,0.12
310,"Animal.1387",21,"Tell Mozan",5,"EBA",6,"Ast",-0.135,0.47,0.44,0.09
311,"Animal.1388",21,"Tell Mozan",5,"EBA",6,"Ast",-0.128,0.47,0.44,0.09
312,"Animal.1389",21,"Tell Mozan",5,"EBA",6,"Ast",0.096,0.04,0.16,0.8
313,"Animal.139",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.03,0.12,0.54,0.33
314,"Animal.1390",21,"Tell Mozan",5,"EBA",6,"Ast",-0.063,0.42,0.39,0.19
315,"Animal.1391",21,"Tell Mozan",5,"EBA",6,"Ast",-0.047,0.39,0.38,0.23
316,"Animal.1392",21,"Tell Mozan",5,"EBA",6,"Ast",-0.052,0.4,0.38,0.22
317,"Animal.1393",21,"Tell Mozan",5,"EBA",6,"Ast",-0.117,0.47,0.43,0.1
318,"Animal.1394",21,"Tell Mozan",5,"EBA",6,"Ast",0.046,0.12,0.23,0.65
319,"Animal.1395",21,"Tell Mozan",5,"EBA",6,"Ast",-0.052,0.4,0.38,0.22
320,"Animal.1396",21,"Tell Mozan",5,"EBA",6,"Ast",0.021,0.19,0.27,0.53
321,"Animal.1397",21,"Tell Mozan",5,"EBA",6,"Ast",-0.01,0.29,0.33,0.38
322,"Animal.1398",21,"Tell Mozan",5,"EBA",6,"Ast",-0.095,0.46,0.42,0.13
323,"Animal.1399",21,"Tell Mozan",5,"EBA",6,"Ast",-0.036,0.37,0.37,0.27
324,"Animal.14",25,"Tell Surezha",3,"LC 1-3",7,"Cal",0.114,0.02,0.52,0.46
325,"Animal.140",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.017,0.14,0.57,0.29
326,"Animal.1400",21,"Tell Mozan",5,"EBA",6,"Ast",-0.063,0.42,0.39,0.19
327,"Animal.1401",21,"Tell Mozan",5,"EBA",6,"Ast",-0.052,0.4,0.38,0.22
328,"Animal.1402",21,"Tell Mozan",5,"EBA",8,"Mtt",0.102,0,0.27,0.73
329,"Animal.1403",21,"Tell Mozan",5,"EBA",8,"Mtt",0.058,0,0.39,0.61
330,"Animal.1404",21,"Tell Mozan",5,"EBA",8,"Mtt",0,0,0.6,0.4
331,"Animal.1405",21,"Tell Mozan",5,"EBA",8,"Mtt",-0.008,0,0.63,0.37
332,"Animal.1406",21,"Tell Mozan",5,"EBA",8,"Mtt",-0.004,0,0.62,0.38
333,"Animal.1407",21,"Tell Mozan",5,"EBA",8,"Mtt",0.087,0,0.31,0.69
334,"Animal.1408",21,"Tell Mozan",5,"EBA",8,"Mtt",0.08,0,0.33,0.67
335,"Animal.141",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.008,0.15,0.59,0.26
336,"Animal.142",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.049,0.1,0.48,0.42
337,"Animal.143",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.038,0.11,0.52,0.37
338,"Animal.144",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.05,0.1,0.48,0.42
339,"Animal.145",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.04,0.11,0.51,0.38
340,"Animal.146",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.055,0.09,0.46,0.44
341,"Animal.147",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.052,0.1,0.48,0.43
342,"Animal.148",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.051,0.1,0.48,0.43
343,"Animal.149",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.065,0.08,0.43,0.49
344,"Animal.150",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.071,0.07,0.41,0.51
345,"Animal.151",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.073,0.07,0.41,0.52
346,"Animal.152",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.082,0.06,0.37,0.56
347,"Animal.153",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.084,0.06,0.37,0.57
348,"Animal.154",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.07,0.08,0.42,0.51
349,"Animal.155",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.091,0.05,0.34,0.6
350,"Animal.156",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.108,0.04,0.29,0.67
351,"Animal.157",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.086,0.06,0.36,0.58
352,"Animal.158",16,"Sabi Abyad",2,"Halaf",1,"Hum_dist",0.118,0.04,0.26,0.71
353,"Animal.159",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.078,0.23,0.65,0.11
354,"Animal.16",25,"Tell Surezha",3,"LC 1-3",7,"Cal",0.051,0.04,0.7,0.26
355,"Animal.160",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.038,0.18,0.66,0.16
356,"Animal.161",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.022,0.16,0.65,0.19
357,"Animal.162",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.016,0.15,0.64,0.21
358,"Animal.163",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.004,0.13,0.61,0.27
359,"Animal.164",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.048,0.2,0.66,0.15
360,"Animal.165",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.019,0.11,0.57,0.32
361,"Animal.166",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.01,0.12,0.59,0.28
362,"Animal.167",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.001,0.13,0.62,0.25
363,"Animal.168",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.012,0.15,0.63,0.22
364,"Animal.169",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.004,0.14,0.62,0.24
365,"Animal.17",25,"Tell Surezha",3,"LC 1-3",1,"Hum_dist",0.063,0.31,0.55,0.14
366,"Animal.170",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.004,0.13,0.61,0.26
367,"Animal.171",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.013,0.12,0.59,0.29
368,"Animal.172",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.013,0.12,0.59,0.29
369,"Animal.173",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.018,0.11,0.57,0.31
370,"Animal.174",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.009,0.12,0.59,0.28
371,"Animal.175",17,"Sabi Abyad",1,"PN",1,"Hum_dist",-0.001,0.14,0.62,0.25
372,"Animal.176",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.029,0.1,0.54,0.36
373,"Animal.177",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.034,0.1,0.53,0.38
374,"Animal.178",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.017,0.11,0.58,0.31
375,"Animal.179",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.029,0.1,0.54,0.36
376,"Animal.18",25,"Tell Surezha",3,"LC 1-3",1,"Hum_dist",0.168,0.12,0.37,0.51
377,"Animal.180",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.025,0.1,0.55,0.34
378,"Animal.181",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.048,0.08,0.48,0.44
379,"Animal.182",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.021,0.11,0.56,0.33
380,"Animal.183",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.041,0.09,0.5,0.41
381,"Animal.184",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.057,0.07,0.44,0.49
382,"Animal.185",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.047,0.08,0.48,0.44
383,"Animal.186",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.065,0.06,0.41,0.53
384,"Animal.187",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.089,0.04,0.31,0.64
385,"Animal.188",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.098,0.04,0.28,0.69
386,"Animal.189",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.089,0.04,0.31,0.64
387,"Animal.19",25,"Tell Surezha",3,"LC 1-3",1,"Hum_dist",0.233,0.04,0.2,0.76
388,"Animal.190",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.093,0.04,0.29,0.67
389,"Animal.191",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.107,0.03,0.24,0.73
390,"Animal.192",17,"Sabi Abyad",1,"PN",1,"Hum_dist",0.162,0.01,0.1,0.89
391,"Animal.193",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",-0.004,0,0.66,0.34
392,"Animal.194",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",0.023,0,0.56,0.44
393,"Animal.195",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",-0.081,0.41,0.47,0.11
394,"Animal.196",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",-0.044,0.4,0.47,0.12
395,"Animal.197",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",-0.04,0.4,0.47,0.13
396,"Animal.198",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",-0.031,0.39,0.48,0.13
397,"Animal.199",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",-0.021,0.38,0.48,0.15
398,"Animal.2",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.173,0.45,0.25,0.3
399,"Animal.20",25,"Tell Surezha",3,"LC 1-3",4,"Mtc",0.071,0,0.72,0.28
400,"Animal.200",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.008,0.33,0.47,0.2
401,"Animal.201",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.011,0.33,0.47,0.2
402,"Animal.202",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",0.04,0,0.49,0.51
403,"Animal.203",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.058,0.22,0.42,0.36
404,"Animal.204",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.084,0.16,0.36,0.48
405,"Animal.205",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.1,0.12,0.32,0.56
406,"Animal.206",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.103,0.12,0.31,0.57
407,"Animal.207",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.134,0.07,0.23,0.7
408,"Animal.208",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",-0.04,0,0.77,0.23
409,"Animal.209",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",-0.04,0,0.77,0.23
410,"Animal.21",25,"Tell Surezha",3,"LC 1-3",4,"Mtc",0.15,0,0.42,0.58
411,"Animal.210",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",-0.033,0,0.75,0.25
412,"Animal.211",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",-0.034,0,0.75,0.25
413,"Animal.212",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",0.018,0,0.58,0.42
414,"Animal.213",16,"Sabi Abyad",2,"Halaf",3,"Rad_dist",0.093,0,0.28,0.72
415,"Animal.214",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",-0.058,0.41,0.47,0.12
416,"Animal.215",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",-0.016,0.37,0.48,0.15
417,"Animal.216",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.02,0.31,0.47,0.23
418,"Animal.217",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.028,0.29,0.46,0.25
419,"Animal.218",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.046,0.25,0.44,0.31
420,"Animal.219",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.052,0.24,0.43,0.34
421,"Animal.22",25,"Tell Surezha",3,"LC 1-3",4,"Mtc",0.111,0,0.57,0.43
422,"Animal.220",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.06,0.21,0.41,0.37
423,"Animal.221",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.084,0.16,0.36,0.48
424,"Animal.222",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.1,0.13,0.32,0.55
425,"Animal.223",16,"Sabi Abyad",2,"Halaf",2,"Rad_prox",0.315,0,0.11,0.89
426,"Animal.224",17,"Sabi Abyad",1,"PN",3,"Rad_dist",-0.062,0,0.81,0.19
427,"Animal.225",17,"Sabi Abyad",1,"PN",3,"Rad_dist",-0.062,0,0.82,0.18
428,"Animal.226",17,"Sabi Abyad",1,"PN",3,"Rad_dist",-0.033,0,0.75,0.25
429,"Animal.227",17,"Sabi Abyad",1,"PN",3,"Rad_dist",-0.014,0,0.69,0.31
430,"Animal.228",17,"Sabi Abyad",1,"PN",3,"Rad_dist",-0.001,0,0.65,0.35
431,"Animal.229",17,"Sabi Abyad",1,"PN",3,"Rad_dist",0.027,0,0.53,0.47
432,"Animal.23",25,"Tell Surezha",3,"LC 1-3",8,"Mtt",0.158,0,0.38,0.62
433,"Animal.230",17,"Sabi Abyad",1,"PN",3,"Rad_dist",0.036,0,0.49,0.51
434,"Animal.231",17,"Sabi Abyad",1,"PN",3,"Rad_dist",0.045,0,0.45,0.55
435,"Animal.232",17,"Sabi Abyad",1,"PN",3,"Rad_dist",0.093,0,0.26,0.74
436,"Animal.233",17,"Sabi Abyad",1,"PN",2,"Rad_prox",-0.074,0.4,0.5,0.1
437,"Animal.234",17,"Sabi Abyad",1,"PN",2,"Rad_prox",-0.052,0.38,0.51,0.12
438,"Animal.235",17,"Sabi Abyad",1,"PN",2,"Rad_prox",-0.031,0.34,0.51,0.14
439,"Animal.236",17,"Sabi Abyad",1,"PN",2,"Rad_prox",-0.022,0.33,0.51,0.16
440,"Animal.237",17,"Sabi Abyad",1,"PN",2,"Rad_prox",-0.009,0.31,0.51,0.19
441,"Animal.238",17,"Sabi Abyad",1,"PN",2,"Rad_prox",-0.004,0.3,0.5,0.2
442,"Animal.239",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.003,0.28,0.5,0.22
443,"Animal.24",25,"Tell Surezha",3,"LC 1-3",8,"Mtt",0.078,0,0.67,0.33
444,"Animal.240",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.008,0.27,0.49,0.23
445,"Animal.241",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.028,0.23,0.47,0.3
446,"Animal.242",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.028,0.23,0.47,0.3
447,"Animal.243",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.031,0.22,0.46,0.32
448,"Animal.244",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.031,0.22,0.46,0.32
449,"Animal.245",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.083,0.12,0.33,0.56
450,"Animal.246",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.093,0.1,0.3,0.61
451,"Animal.247",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.096,0.09,0.29,0.62
452,"Animal.248",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.097,0.09,0.29,0.62
453,"Animal.249",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.129,0.05,0.2,0.76
454,"Animal.25",25,"Tell Surezha",3,"LC 1-3",2,"Rad_prox",0.07,0.43,0.37,0.2
455,"Animal.250",17,"Sabi Abyad",1,"PN",2,"Rad_prox",0.137,0.04,0.18,0.78
456,"Animal.251",16,"Sabi Abyad",2,"Halaf",4,"Mtc",0.075,0,0.42,0.58
457,"Animal.258",16,"Sabi Abyad",2,"Halaf",4,"Mtc",-0.057,0,0.84,0.16
458,"Animal.259",16,"Sabi Abyad",2,"Halaf",4,"Mtc",-0.046,0,0.82,0.18
459,"Animal.26",25,"Tell Surezha",3,"LC 1-3",2,"Rad_prox",0.099,0.36,0.35,0.29
460,"Animal.260",16,"Sabi Abyad",2,"Halaf",4,"Mtc",-0.004,0,0.73,0.27
461,"Animal.261",16,"Sabi Abyad",2,"Halaf",4,"Mtc",0.029,0,0.61,0.39
462,"Animal.262",16,"Sabi Abyad",2,"Halaf",4,"Mtc",0.05,0,0.53,0.47
463,"Animal.263",16,"Sabi Abyad",2,"Halaf",4,"Mtc",0.057,0,0.5,0.5
464,"Animal.264",16,"Sabi Abyad",2,"Halaf",4,"Mtc",0.078,0,0.41,0.59
465,"Animal.265",16,"Sabi Abyad",2,"Halaf",4,"Mtc",0.081,0,0.39,0.61
466,"Animal.266",16,"Sabi Abyad",2,"Halaf",4,"Mtc",0.095,0,0.34,0.66
467,"Animal.268",17,"Sabi Abyad",1,"PN",4,"Mtc",0.008,0,0.76,0.24
468,"Animal.269",17,"Sabi Abyad",1,"PN",4,"Mtc",0.046,0,0.64,0.36
469,"Animal.27",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.104,0.59,0.3,0.11
470,"Animal.270",17,"Sabi Abyad",1,"PN",4,"Mtc",0.063,0,0.57,0.43
471,"Animal.271",17,"Sabi Abyad",1,"PN",4,"Mtc",0.07,0,0.54,0.46
472,"Animal.272",17,"Sabi Abyad",1,"PN",4,"Mtc",0.074,0,0.53,0.47
473,"Animal.273",17,"Sabi Abyad",1,"PN",4,"Mtc",0.154,0,0.2,0.8
474,"Animal.274",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.042,0.42,0.36,0.21
475,"Animal.275",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.183,0.04,0.12,0.83
476,"Animal.276",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.105,0.23,0.27,0.5
477,"Animal.277",16,"Sabi Abyad",2,"Halaf",6,"Ast",-0.036,0.54,0.38,0.08
478,"Animal.278",16,"Sabi Abyad",2,"Halaf",6,"Ast",-0.04,0.54,0.38,0.08
479,"Animal.279",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.028,0.45,0.37,0.17
480,"Animal.28",25,"Tell Surezha",3,"LC 1-3",3,"Rad_dist",0.097,0,0.58,0.42
481,"Animal.280",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.028,0.45,0.37,0.17
482,"Animal.281",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.014,0.48,0.38,0.14
483,"Animal.282",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.038,0.43,0.37,0.2
484,"Animal.283",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.014,0.48,0.38,0.14
485,"Animal.285",16,"Sabi Abyad",2,"Halaf",6,"Ast",0.038,0.43,0.37,0.2
486,"Animal.286",17,"Sabi Abyad",1,"PN",6,"Ast",-0.022,0.51,0.4,0.09
487,"Animal.287",17,"Sabi Abyad",1,"PN",6,"Ast",0.022,0.45,0.4,0.14
488,"Animal.288",17,"Sabi Abyad",1,"PN",6,"Ast",0.003,0.48,0.41,0.11
489,"Animal.289",17,"Sabi Abyad",1,"PN",6,"Ast",0.05,0.39,0.39,0.22
490,"Animal.29",25,"Tell Surezha",3,"LC 1-3",2,"Rad_prox",0.027,0.5,0.38,0.11
491,"Animal.290",17,"Sabi Abyad",1,"PN",6,"Ast",0.059,0.37,0.38,0.25
492,"Animal.291",17,"Sabi Abyad",1,"PN",6,"Ast",-0.002,0.49,0.41,0.11
493,"Animal.292",17,"Sabi Abyad",1,"PN",6,"Ast",0.088,0.3,0.33,0.37
494,"Animal.293",17,"Sabi Abyad",1,"PN",6,"Ast",0.088,0.3,0.33,0.37
495,"Animal.294",17,"Sabi Abyad",1,"PN",6,"Ast",0.134,0.17,0.23,0.61
496,"Animal.295",17,"Sabi Abyad",1,"PN",6,"Ast",0.106,0.25,0.29,0.46
497,"Animal.296",17,"Sabi Abyad",1,"PN",6,"Ast",0.083,0.31,0.34,0.35
498,"Animal.297",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.08,0,0.43,0.57
499,"Animal.298",16,"Sabi Abyad",2,"Halaf",7,"Cal",-0.049,0,0.81,0.19
500,"Animal.299",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.011,0,0.66,0.34
501,"Animal.3",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.118,0.57,0.3,0.13
502,"Animal.30",25,"Tell Surezha",3,"LC 1-3",3,"Rad_dist",0.083,0,0.64,0.36
503,"Animal.300",16,"Sabi Abyad",2,"Halaf",7,"Cal",-0.065,0,0.83,0.17
504,"Animal.301",16,"Sabi Abyad",2,"Halaf",7,"Cal",-0.024,0,0.75,0.25
505,"Animal.302",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.001,0,0.69,0.31
506,"Animal.303",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.001,0,0.69,0.31
507,"Animal.305",16,"Sabi Abyad",2,"Halaf",7,"Cal",-0.008,0,0.72,0.28
508,"Animal.306",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.006,0,0.68,0.32
509,"Animal.307",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.016,0,0.64,0.36
510,"Animal.308",16,"Sabi Abyad",2,"Halaf",7,"Cal",0.129,0,0.3,0.7
