Specimen,Site,Period,Measurement_value,Element,Element_Portion,Measurement,Measurement_Set,Immature,Site_Name,Specimen_No,Site_No
Animal.5287,Tell Mozan,EBA,17.9,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1409,24
Animal.5288,Tell Mozan,EBA,18.8,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1410,24
Animal.5289,Tell Mozan,EBA,18.4,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1411,24
Animal.5290,Tell Mozan,EBA,20.3,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1413,24
Animal.5291,Tell Mozan,EBA,23.3,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1414,24
Animal.5292,Tell Mozan,EBA,21.7,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1415,24
Animal.5293,Tell Mozan,EBA,21.9,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1416,24
Animal.5294,Tell Mozan,EBA,20.7,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1417,24
Animal.5295,Tell Mozan,EBA,18.6,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1418,24
Animal.5296,Tell Mozan,EBA,18.9,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1419,24
Animal.5297,Tell Mozan,EBA,22.9,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1420,24
Animal.5298,Tell Mozan,EBA,20.7,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1421,24
Animal.5299,Tell Mozan,EBA,21.6,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1422,24
Animal.5300,Tell Mozan,EBA,18.4,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1425,24
Animal.5301,Tell Mozan,EBA,21,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1426,24
Animal.5302,Tell Mozan,EBA,20.2,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1427,24
Animal.5303,Tell Mozan,EBA,18.9,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1428,24
Animal.5304,Tell Mozan,EBA,21.5,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1429,24
Animal.5305,Tell Mozan,EBA,22.6,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1430,24
Animal.5306,Tell Mozan,EBA,21,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1431,24
Animal.5307,Tell Mozan,EBA,21.9,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1432,24
Animal.5308,Tell Mozan,EBA,21.3,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1433,24
Animal.5309,Tell Mozan,EBA,19.5,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1434,24
Animal.5310,Tell Mozan,EBA,18.7,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1436,24
Animal.5311,Tell Mozan,EBA,20.7,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1437,24
Animal.5312,Tell Mozan,EBA,22.3,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1438,24
Animal.5313,Tell Mozan,EBA,20.9,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1439,24
Animal.5314,Tell Mozan,EBA,22.1,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1440,24
Animal.5315,Tell Mozan,EBA,21.8,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1441,24
Animal.5316,Tell Mozan,EBA,20.7,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1442,24
Animal.5317,Tell Mozan,EBA,21.1,Tib,5,Tib_Bd,6,0,Tell Mozan (EBA),1443,24
Animal.6149,Basur Hoyuk,MBA,26.6,Tib,5,Tib_Bd,6,0,Basur Hoyuk (MBA),1645,2
Animal.6153,Hirbemerdon Tepe,MBA,32.1,Tib,5,Tib_Bd,6,0,Hirbemerdon Tepe (MBA),1649,9
Animal.6154,Hirbemerdon Tepe,MBA,30.2,Tib,5,Tib_Bd,6,0,Hirbemerdon Tepe (MBA),1650,9
Animal.6155,Hirbemerdon Tepe,MBA,28.1,Tib,5,Tib_Bd,6,0,Hirbemerdon Tepe (MBA),1651,9
Animal.6176,Kenan Tepe,MBA,28.8,Tib,5,Tib_Bd,6,0,Kenan Tepe (MBA),1659,12
Animal.6177,Kenan Tepe,MBA,28.6,Tib,5,Tib_Bd,6,0,Kenan Tepe (MBA),1660,12
Animal.6180,Muslumantepe,MBA,27.5,Tib,5,Tib_Bd,6,0,Muslumantepe (MBA),1664,15
Animal.6191,Domuztepe,Halaf,25,Tib,5,Tib_Bd,6,0,Domuztepe (Halaf),1672,3
Animal.6192,Domuztepe,Halaf,27.5,Tib,5,Tib_Bd,6,0,Domuztepe (Halaf),1673,3
Animal.6193,Domuztepe,Halaf,25.6,Tib,5,Tib_Bd,6,0,Domuztepe (Halaf),1674,3
Animal.6194,Domuztepe,Halaf,26.5,Tib,5,Tib_Bd,6,0,Domuztepe (Halaf),1675,3
Animal.6195,Domuztepe,Halaf,24.6,Tib,5,Tib_Bd,6,0,Domuztepe (Halaf),1676,3
Animal.6213,El Kowm 2,PPNB,27.4,Tib,5,Tib_Bd,6,0,El Kowm 2 (PPNB),1696,5
Animal.6300,Rubeidheh,LC 4-5,27.1,Tib,5,Tib_Bd,6,0,Rubeidheh (LC 4-5),1750,17
Animal.6301,Rubeidheh,LC 4-5,29.4,Tib,5,Tib_Bd,6,0,Rubeidheh (LC 4-5),1751,17
Animal.6302,Rubeidheh,LC 4-5,29.2,Tib,5,Tib_Bd,6,0,Rubeidheh (LC 4-5),1752,17
Animal.6303,Rubeidheh,LC 4-5,32.9,Tib,5,Tib_Bd,6,0,Rubeidheh (LC 4-5),1753,17
Animal.6304,Rubeidheh,LC 4-5,34.6,Tib,5,Tib_Bd,6,0,Rubeidheh (LC 4-5),1754,17
Animal.6305,Rubeidheh,LC 4-5,27.4,Tib,5,Tib_Bd,6,0,Rubeidheh (LC 4-5),1755,17
Animal.6306,Rubeidheh,LC 4-5,30.5,Tib,5,Tib_Bd,6,0,Rubeidheh (LC 4-5),1756,17
Animal.7628,Tell Mozan,MBA,27.7,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1890,25
Animal.7629,Tell Mozan,MBA,26.1,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1891,25
Animal.7630,Tell Mozan,MBA,22,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1892,25
Animal.7631,Tell Mozan,MBA,30.5,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1893,25
Animal.7632,Tell Mozan,MBA,26.4,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1894,25
Animal.7633,Tell Mozan,MBA,26.9,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1895,25
Animal.7634,Tell Mozan,MBA,30.1,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1896,25
Animal.7635,Tell Mozan,MBA,28.4,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1897,25
Animal.7636,Tell Mozan,MBA,25.2,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1898,25
Animal.7637,Tell Mozan,MBA,30.4,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1899,25
Animal.7638,Tell Mozan,MBA,27.4,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1900,25
Animal.7639,Tell Mozan,MBA,26.9,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1901,25
Animal.7640,Tell Mozan,MBA,29.9,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1903,25
Animal.7641,Tell Mozan,MBA,25.3,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1904,25
Animal.7642,Tell Mozan,MBA,28.8,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1905,25
Animal.7643,Tell Mozan,MBA,26.9,Tib,5,Tib_Bd,6,0,Tell Mozan (MBA),1906,25
Animal.1,Tell Surezha,LC 1-3,18.6,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),1,28
Animal.2,Tell Surezha,LC 1-3,20.7,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),398,28
Animal.3,Tell Surezha,LC 1-3,19.4,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),501,28
Animal.4,Tell Surezha,LC 1-3,19.4,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),602,28
Animal.5,Tell Surezha,LC 1-3,19.2,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),1175,28
Animal.6,Tell Surezha,LC 1-3,19,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),1511,28
Animal.7,Tell Surezha,LC 1-3,19.9,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),1831,28
Animal.8,Tell Surezha,LC 1-3,22.5,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),2160,28
Animal.9,Tell Surezha,LC 1-3,21.2,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),2269,28
Animal.10,Tell Surezha,LC 1-3,19.4,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),2,28
Animal.11,Tell Surezha,LC 1-3,18.6,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),110,28
Animal.12,Tell Surezha,LC 1-3,22.1,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),128,28
Animal.13,Tell Surezha,LC 1-3,21.3,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),213,28
Animal.27,Tell Surezha,LC 1-3,19.1,Ast,6,Ast_Bd,7,1,Tell Surezha (LC 1-3),469,28
Animal.91,El Kowm 2,PN,18.3,Ast,6,Ast_Bd,7,1,El Kowm 2 (PN),2280,4
Animal.92,El Kowm 2,PN,21,Ast,6,Ast_Bd,7,1,El Kowm 2 (PN),2288,4
Animal.93,El Kowm 2,PN,18.8,Ast,6,Ast_Bd,7,1,El Kowm 2 (PN),2297,4
Animal.94,El Kowm 2,PN,18.3,Ast,6,Ast_Bd,7,1,El Kowm 2 (PN),2305,4
Animal.96,El Kowm 2,PN,18.1,Ast,6,Ast_Bd,7,1,El Kowm 2 (PN),2323,4
Animal.98,El Kowm 2,PPNB,19,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),2342,5
Animal.99,El Kowm 2,PPNB,18.2,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),2353,5
Animal.100,El Kowm 2,PPNB,20.3,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),3,5
Animal.101,El Kowm 2,PPNB,18,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),14,5
Animal.102,El Kowm 2,PPNB,19.1,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),24,5
Animal.103,El Kowm 2,PPNB,19.4,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),33,5
Animal.104,El Kowm 2,PPNB,18.9,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),44,5
Animal.105,El Kowm 2,PPNB,19.2,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),55,5
Animal.106,El Kowm 2,PPNB,18.9,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),66,5
Animal.107,El Kowm 2,PPNB,18.5,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),77,5
Animal.108,El Kowm 2,PPNB,19.4,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),88,5
Animal.109,El Kowm 2,PPNB,20.8,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),99,5
Animal.110,El Kowm 2,PPNB,20.4,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),111,5
Animal.111,El Kowm 2,PPNB,19.2,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),119,5
Animal.112,El Kowm 2,PPNB,18.4,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),120,5
Animal.113,El Kowm 2,PPNB,20.8,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),121,5
Animal.114,El Kowm 2,PPNB,20.4,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),122,5
Animal.115,El Kowm 2,PPNB,19.4,Ast,6,Ast_Bd,7,1,El Kowm 2 (PPNB),123,5
Animal.274,Sabi Abyad,Halaf,18.1,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),474,18
Animal.275,Sabi Abyad,Halaf,21.1,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),475,18
Animal.276,Sabi Abyad,Halaf,19.4,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),476,18
Animal.277,Sabi Abyad,Halaf,16.5,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),477,18
Animal.278,Sabi Abyad,Halaf,16.4,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),478,18
Animal.279,Sabi Abyad,Halaf,17.8,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),479,18
Animal.280,Sabi Abyad,Halaf,17.8,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),481,18
Animal.281,Sabi Abyad,Halaf,17.5,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),482,18
Animal.282,Sabi Abyad,Halaf,18,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),483,18
Animal.283,Sabi Abyad,Halaf,17.5,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),484,18
Animal.285,Sabi Abyad,Halaf,18,Ast,6,Ast_Bd,7,1,Sabi Abyad (Halaf),485,18
Animal.286,Sabi Abyad,PN,16.7,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),486,19
Animal.287,Sabi Abyad,PN,17.6,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),487,19
Animal.288,Sabi Abyad,PN,17.2,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),488,19
Animal.289,Sabi Abyad,PN,18.2,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),489,19
Animal.290,Sabi Abyad,PN,18.4,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),491,19
Animal.291,Sabi Abyad,PN,17.1,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),492,19
Animal.292,Sabi Abyad,PN,19,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),493,19
Animal.293,Sabi Abyad,PN,19,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),494,19
Animal.294,Sabi Abyad,PN,20,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),495,19
Animal.295,Sabi Abyad,PN,19.4,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),496,19
Animal.296,Sabi Abyad,PN,18.9,Ast,6,Ast_Bd,7,1,Sabi Abyad (PN),497,19
Animal.342,Tell Beydar,LC 1-3,21.4,Ast,6,Ast_Bd,7,1,Tell Beydar (LC 1-3),548,21
Animal.343,Tell Beydar,LC 1-3,19.7,Ast,6,Ast_Bd,7,1,Tell Beydar (LC 1-3),549,21
Animal.344,Tell Beydar,EBA,16.7,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),550,20
Animal.345,Tell Beydar,EBA,16.9,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),551,20
Animal.346,Tell Beydar,EBA,17.5,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),552,20
Animal.347,Tell Beydar,EBA,18.5,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),553,20
Animal.348,Tell Beydar,EBA,19.1,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),554,20
Animal.349,Tell Beydar,EBA,19.4,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),555,20
Animal.350,Tell Beydar,EBA,20.4,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),557,20
Animal.351,Tell Beydar,EBA,21.5,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),558,20
Animal.352,Tell Beydar,EBA,21.5,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),559,20
Animal.353,Tell Beydar,EBA,22.2,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),560,20
Animal.354,Tell Beydar,EBA,20.9,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),561,20
Animal.355,Tell Beydar,EBA,21.1,Ast,6,Ast_Bd,7,1,Tell Beydar (EBA),562,20
Animal.427,Gritille,PPNB,18,Ast,6,Ast_Bd,7,1,Gritille (PPNB),633,7
Animal.428,Gritille,PPNB,17,Ast,6,Ast_Bd,7,1,Gritille (PPNB),634,7
Animal.429,Gritille,PPNB,18.8,Ast,6,Ast_Bd,7,1,Gritille (PPNB),635,7
Animal.430,Gritille,PPNB,17.21,Ast,6,Ast_Bd,7,1,Gritille (PPNB),637,7
Animal.431,Gritille,PPNB,20.75,Ast,6,Ast_Bd,7,1,Gritille (PPNB),638,7
Animal.433,Gritille,PPNB,18.06,Ast,6,Ast_Bd,7,1,Gritille (PPNB),639,7
Animal.434,Gritille,PPNB,18.14,Ast,6,Ast_Bd,7,1,Gritille (PPNB),640,7
Animal.435,Gritille,PPNB,18.71,Ast,6,Ast_Bd,7,1,Gritille (PPNB),641,7
Animal.436,Gritille,PPNB,18.6,Ast,6,Ast_Bd,7,1,Gritille (PPNB),642,7
Animal.437,Gritille,PPNB,18.54,Ast,6,Ast_Bd,7,1,Gritille (PPNB),643,7
Animal.438,Gritille,PPNB,18.2,Ast,6,Ast_Bd,7,1,Gritille (PPNB),644,7
Animal.440,Gritille,PPNB,16.9,Ast,6,Ast_Bd,7,1,Gritille (PPNB),646,7
Animal.441,Gritille,PPNB,18.9,Ast,6,Ast_Bd,7,1,Gritille (PPNB),647,7
Animal.442,Gritille,PPNB,19,Ast,6,Ast_Bd,7,1,Gritille (PPNB),648,7
Animal.444,Gritille,PPNB,20.1,Ast,6,Ast_Bd,7,1,Gritille (PPNB),649,7
Animal.445,Gritille,PPNB,20.2,Ast,6,Ast_Bd,7,1,Gritille (PPNB),650,7
Animal.446,Gritille,PPNB,17.2,Ast,6,Ast_Bd,7,1,Gritille (PPNB),651,7
Animal.447,Gritille,PPNB,19,Ast,6,Ast_Bd,7,1,Gritille (PPNB),652,7
Animal.448,Gritille,PPNB,18.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),653,7
Animal.449,Gritille,PPNB,18.6,Ast,6,Ast_Bd,7,1,Gritille (PPNB),654,7
Animal.450,Gritille,PPNB,18,Ast,6,Ast_Bd,7,1,Gritille (PPNB),656,7
Animal.451,Gritille,PPNB,17.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),657,7
Animal.452,Gritille,PPNB,19.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),658,7
Animal.453,Gritille,PPNB,18.6,Ast,6,Ast_Bd,7,1,Gritille (PPNB),667,7
Animal.454,Gritille,PPNB,18.3,Ast,6,Ast_Bd,7,1,Gritille (PPNB),678,7
Animal.455,Gritille,PPNB,18.6,Ast,6,Ast_Bd,7,1,Gritille (PPNB),689,7
Animal.456,Gritille,PPNB,17.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),699,7
Animal.457,Gritille,PPNB,18.1,Ast,6,Ast_Bd,7,1,Gritille (PPNB),710,7
Animal.458,Gritille,PPNB,18.4,Ast,6,Ast_Bd,7,1,Gritille (PPNB),721,7
Animal.459,Gritille,PPNB,18.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),732,7
Animal.461,Gritille,PPNB,18.2,Ast,6,Ast_Bd,7,1,Gritille (PPNB),754,7
Animal.462,Gritille,PPNB,19.3,Ast,6,Ast_Bd,7,1,Gritille (PPNB),765,7
Animal.463,Gritille,PPNB,19.9,Ast,6,Ast_Bd,7,1,Gritille (PPNB),776,7
Animal.464,Gritille,PPNB,17.2,Ast,6,Ast_Bd,7,1,Gritille (PPNB),787,7
Animal.465,Gritille,PPNB,19.6,Ast,6,Ast_Bd,7,1,Gritille (PPNB),797,7
Animal.466,Gritille,PPNB,19,Ast,6,Ast_Bd,7,1,Gritille (PPNB),808,7
Animal.468,Gritille,PPNB,19.7,Ast,6,Ast_Bd,7,1,Gritille (PPNB),827,7
Animal.469,Gritille,PPNB,18.8,Ast,6,Ast_Bd,7,1,Gritille (PPNB),836,7
Animal.470,Gritille,PPNB,18,Ast,6,Ast_Bd,7,1,Gritille (PPNB),848,7
Animal.471,Gritille,PPNB,18,Ast,6,Ast_Bd,7,1,Gritille (PPNB),859,7
Animal.472,Gritille,PPNB,19.3,Ast,6,Ast_Bd,7,1,Gritille (PPNB),870,7
Animal.473,Gritille,PPNB,18.75,Ast,6,Ast_Bd,7,1,Gritille (PPNB),881,7
Animal.474,Gritille,PPNB,17.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),891,7
Animal.475,Gritille,PPNB,19.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),902,7
Animal.477,Gritille,PPNB,18.8,Ast,6,Ast_Bd,7,1,Gritille (PPNB),923,7
Animal.478,Gritille,PPNB,17.4,Ast,6,Ast_Bd,7,1,Gritille (PPNB),934,7
Animal.479,Gritille,PPNB,20.6,Ast,6,Ast_Bd,7,1,Gritille (PPNB),945,7
Animal.480,Gritille,PPNB,19.8,Ast,6,Ast_Bd,7,1,Gritille (PPNB),957,7
Animal.481,Gritille,PPNB,21.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),968,7
Animal.482,Gritille,PPNB,18.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),979,7
Animal.483,Gritille,PPNB,18.5,Ast,6,Ast_Bd,7,1,Gritille (PPNB),990,7
Animal.484,Gritille,PPNB,21.3,Ast,6,Ast_Bd,7,1,Gritille (PPNB),1001,7
Animal.485,Gritille,PPNB,19.18,Ast,6,Ast_Bd,7,1,Gritille (PPNB),1012,7
Animal.486,Gritille,PPNB,22.74,Ast,6,Ast_Bd,7,1,Gritille (PPNB),1023,7
Animal.500,Mezraa-Teleilat,PPNB,17.9,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1177,14
Animal.501,Mezraa-Teleilat,PPNB,18.6,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1188,14
Animal.502,Mezraa-Teleilat,PPNB,18.3,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1199,14
Animal.503,Mezraa-Teleilat,PPNB,17.6,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1210,14
Animal.504,Mezraa-Teleilat,PPNB,16.8,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1221,14
Animal.563,Mezraa-Teleilat,PPNB,20.3,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1478,14
Animal.564,Mezraa-Teleilat,PPNB,18.6,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1479,14
Animal.565,Mezraa-Teleilat,PPNB,19.8,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1480,14
Animal.566,Mezraa-Teleilat,PPNB,18.4,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1481,14
Animal.567,Mezraa-Teleilat,PPNB,18.9,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1482,14
Animal.568,Mezraa-Teleilat,PPNB,19.9,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1483,14
Animal.571,Mezraa-Teleilat,PPNB,18.1,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1485,14
Animal.572,Mezraa-Teleilat,PPNB,17.8,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1486,14
Animal.573,Mezraa-Teleilat,PPNB,18.8,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1487,14
Animal.574,Mezraa-Teleilat,PPNB,20,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1488,14
Animal.575,Mezraa-Teleilat,PPNB,18.7,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1489,14
Animal.576,Mezraa-Teleilat,PPNB,19.3,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1490,14
Animal.578,Mezraa-Teleilat,PPNB,19.7,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1491,14
Animal.582,Mezraa-Teleilat,PPNB,18.6,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1493,14
Animal.583,Mezraa-Teleilat,PPNB,17.4,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1494,14
Animal.584,Mezraa-Teleilat,PPNB,16.4,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1495,14
Animal.585,Mezraa-Teleilat,PPNB,17.2,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1496,14
Animal.586,Mezraa-Teleilat,PPNB,19.2,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1497,14
Animal.588,Mezraa-Teleilat,PPNB,18.7,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1498,14
Animal.589,Mezraa-Teleilat,PPNB,19.7,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1499,14
Animal.590,Mezraa-Teleilat,PPNB,19.5,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1501,14
Animal.616,Mezraa-Teleilat,PPNB,17.3,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1653,14
Animal.617,Mezraa-Teleilat,PPNB,17.1,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1658,14
Animal.618,Mezraa-Teleilat,PPNB,19.6,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1663,14
Animal.619,Mezraa-Teleilat,PPNB,18.5,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1670,14
Animal.620,Mezraa-Teleilat,PPNB,17.4,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1682,14
Animal.621,Mezraa-Teleilat,PPNB,18.9,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1692,14
Animal.622,Mezraa-Teleilat,PPNB,18.5,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1698,14
Animal.623,Mezraa-Teleilat,PPNB,18.1,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1709,14
Animal.624,Mezraa-Teleilat,PPNB,18.7,Ast,6,Ast_Bd,7,1,Mezraa-Teleilat (PPNB),1719,14
Animal.678,Atij,EBA,19.73,Ast,6,Ast_Bd,7,1,Atij (EBA),1808,1
Animal.679,Atij,EBA,18.82,Ast,6,Ast_Bd,7,1,Atij (EBA),1809,1
Animal.680,Atij,EBA,18.13,Ast,6,Ast_Bd,7,1,Atij (EBA),1811,1
Animal.681,Atij,EBA,17.02,Ast,6,Ast_Bd,7,1,Atij (EBA),1812,1
Animal.683,Atij,EBA,18.5,Ast,6,Ast_Bd,7,1,Atij (EBA),1813,1
Animal.684,Gudeda,EBA,18.38,Ast,6,Ast_Bd,7,1,Gudeda (EBA),1814,8
Animal.685,Gudeda,EBA,17.72,Ast,6,Ast_Bd,7,1,Gudeda (EBA),1815,8
Animal.686,Gudeda,EBA,18.67,Ast,6,Ast_Bd,7,1,Gudeda (EBA),1816,8
Animal.687,Raqai,EBA,18.51,Ast,6,Ast_Bd,7,1,Raqai (EBA),1817,16
Animal.688,Raqai,EBA,17.24,Ast,6,Ast_Bd,7,1,Raqai (EBA),1818,16
Animal.689,Raqai,EBA,17.6,Ast,6,Ast_Bd,7,1,Raqai (EBA),1819,16
